2025-11-30 21:40:54 | INFO     | root:setup_logging:47 | ================================================================================
2025-11-30 21:40:54 | INFO     | root:setup_logging:48 | Marei Mekomos V5 - Flexible Thinking - Logging initialized
2025-11-30 21:40:54 | INFO     | root:setup_logging:49 | Log file: c:\Projects\marei-mekomos\backend\logs\marei_mekomos_20251130.log
2025-11-30 21:40:54 | INFO     | root:setup_logging:50 | ================================================================================
2025-11-30 21:40:54 | INFO     | __main__:<module>:615 | 🚀 Starting Marei Mekomos V5: Sugya Archaeology
2025-11-30 21:40:54 | DEBUG    | asyncio:__init__:623 | Using proactor: IocpProactor
2025-11-30 21:41:17 | INFO     | __main__:search:537 | ====================================================================================================
2025-11-30 21:41:17 | INFO     | __main__:search:538 | NEW SEARCH: 'niddah'
2025-11-30 21:41:17 | INFO     | __main__:search:541 | ====================================================================================================
2025-11-30 21:41:17 | INFO     | __main__:phase_0_interpret:314 | ================================================================================
2025-11-30 21:41:17 | INFO     | __main__:phase_0_interpret:315 | PHASE 0: QUERY INTERPRETATION
2025-11-30 21:41:17 | INFO     | __main__:phase_0_interpret:316 |   Topic: niddah
2025-11-30 21:41:17 | DEBUG    | anthropic._base_client:_build_request:493 | Request options: {'method': 'post', 'url': '/v1/messages', 'timeout': Timeout(connect=5.0, read=600, write=600, pool=600), 'files': None, 'idempotency_key': 'stainless-python-retry-f1f5e45f-d95d-483a-a88d-412a342a9aa2', 'json_data': {'max_tokens': 800, 'messages': [{'role': 'user', 'content': 'User\'s query: "niddah"'}], 'model': 'claude-sonnet-4-20250514', 'system': 'You are a chavrusa (Torah study partner), not a search engine.\n\nYour job: Interpret the user\'s query and decide if you need clarification.\n\nHANDLE TRANSLITERATIONS (Yeshivish conventions):\n- Use sav not tav: "Kesubos" not "Ketubot", "Shabbos" not "Shabbat"\n- Common variations: "chuppa/chuppah/huppa" → "chuppah"\n- Hebrew/English mixed: normalize to English transliteration\n\nENTROPY DETECTION - When to ASK:\nHIGH ENTROPY (need clarification):\n- Single terms: "niddah", "chometz", "chuppah" → Could mean many things\n- Ambiguous scope: User might want different applications\n\nLOW ENTROPY (proceed):\n- Specific queries: "machlokes ketzos nesivos chuppas niddah"\n- Clear topics: "bitul chametz", "bedikas chometz derabanan"\n- Named authorities: "ran on sfek sfeika"\n\nCRITICAL: Only ask if GENUINELY unclear. If you can reasonably determine what they want, PROCEED.\n\nReturn JSON:\n{\n  "needs_clarification": true/false,\n  "clarifying_questions": ["Question 1?", "Question 2?"],  // Max 2, natural language\n  "interpreted_query": "Normalized query in standard yeshivish transliteration",\n  "confidence": 85  // 0-100\n}\n\nIf confidence > 70, set needs_clarification = false even if topic is broad.'}}
2025-11-30 21:41:17 | DEBUG    | anthropic._base_client:request:1045 | Sending HTTP Request: POST https://api.anthropic.com/v1/messages
2025-11-30 21:41:17 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.started host='api.anthropic.com' port=443 local_address=None timeout=5.0 socket_options=[(65535, 8, True), (6, 17, 60), (6, 16, 5), (6, 3, 60)]
2025-11-30 21:41:17 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000159CF176370>
2025-11-30 21:41:17 | DEBUG    | httpcore.connection:trace:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000159CEF2EDC0> server_hostname='api.anthropic.com' timeout=5.0
2025-11-30 21:41:17 | DEBUG    | httpcore.connection:trace:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x00000159CF176100>
2025-11-30 21:41:17 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.started request=<Request [b'POST']>
2025-11-30 21:41:17 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.complete
2025-11-30 21:41:17 | DEBUG    | httpcore.http11:trace:47 | send_request_body.started request=<Request [b'POST']>
2025-11-30 21:41:17 | DEBUG    | httpcore.http11:trace:47 | send_request_body.complete
2025-11-30 21:41:17 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.started request=<Request [b'POST']>
2025-11-30 21:41:22 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Mon, 01 Dec 2025 02:41:22 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Content-Encoding', b'gzip'), (b'anthropic-ratelimit-input-tokens-limit', b'30000'), (b'anthropic-ratelimit-input-tokens-remaining', b'30000'), (b'anthropic-ratelimit-input-tokens-reset', b'2025-12-01T02:41:20Z'), (b'anthropic-ratelimit-output-tokens-limit', b'8000'), (b'anthropic-ratelimit-output-tokens-remaining', b'8000'), (b'anthropic-ratelimit-output-tokens-reset', b'2025-12-01T02:41:23Z'), (b'anthropic-ratelimit-requests-limit', b'50'), (b'anthropic-ratelimit-requests-remaining', b'49'), (b'anthropic-ratelimit-requests-reset', b'2025-12-01T02:41:19Z'), (b'retry-after', b'42'), (b'anthropic-ratelimit-tokens-limit', b'38000'), (b'anthropic-ratelimit-tokens-remaining', b'38000'), (b'anthropic-ratelimit-tokens-reset', b'2025-12-01T02:41:20Z'), (b'request-id', b'req_011CVfCHA9xE8uxSvGXWJrTy'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'anthropic-organization-id', b'73a09491-cda3-40b4-8544-d00ca1bc9331'), (b'x-envoy-upstream-service-time', b'4513'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Robots-Tag', b'none'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9a6f3986ab01d9fb-EWR')])
2025-11-30 21:41:22 | INFO     | httpx:_send_single_request:1025 | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 200 OK"
2025-11-30 21:41:22 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.started request=<Request [b'POST']>
2025-11-30 21:41:22 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.complete
2025-11-30 21:41:22 | DEBUG    | httpcore.http11:trace:47 | response_closed.started
2025-11-30 21:41:22 | DEBUG    | httpcore.http11:trace:47 | response_closed.complete
2025-11-30 21:41:22 | DEBUG    | anthropic._base_client:request:1083 | HTTP Response: POST https://api.anthropic.com/v1/messages "200 OK" Headers({'date': 'Mon, 01 Dec 2025 02:41:22 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'content-encoding': 'gzip', 'anthropic-ratelimit-input-tokens-limit': '30000', 'anthropic-ratelimit-input-tokens-remaining': '30000', 'anthropic-ratelimit-input-tokens-reset': '2025-12-01T02:41:20Z', 'anthropic-ratelimit-output-tokens-limit': '8000', 'anthropic-ratelimit-output-tokens-remaining': '8000', 'anthropic-ratelimit-output-tokens-reset': '2025-12-01T02:41:23Z', 'anthropic-ratelimit-requests-limit': '50', 'anthropic-ratelimit-requests-remaining': '49', 'anthropic-ratelimit-requests-reset': '2025-12-01T02:41:19Z', 'retry-after': '42', 'anthropic-ratelimit-tokens-limit': '38000', 'anthropic-ratelimit-tokens-remaining': '38000', 'anthropic-ratelimit-tokens-reset': '2025-12-01T02:41:20Z', 'request-id': 'req_011CVfCHA9xE8uxSvGXWJrTy', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'anthropic-organization-id': '73a09491-cda3-40b4-8544-d00ca1bc9331', 'x-envoy-upstream-service-time': '4513', 'cf-cache-status': 'DYNAMIC', 'x-robots-tag': 'none', 'server': 'cloudflare', 'cf-ray': '9a6f3986ab01d9fb-EWR'})
2025-11-30 21:41:22 | DEBUG    | anthropic._base_client:request:1091 | request_id: req_011CVfCHA9xE8uxSvGXWJrTy
2025-11-30 21:41:22 | INFO     | __main__:phase_0_interpret:340 |   ✓ Interpreted: niddah
2025-11-30 21:41:22 | INFO     | __main__:phase_0_interpret:341 |   Confidence: 30%
2025-11-30 21:41:33 | INFO     | __main__:search:537 | ====================================================================================================
