2025-12-01 23:11:47 | INFO     | root:setup_logging:47 | ================================================================================
2025-12-01 23:11:47 | INFO     | root:setup_logging:48 | Marei Mekomos V5 - Flexible Thinking - Logging initialized
2025-12-01 23:11:47 | INFO     | root:setup_logging:49 | Log file: c:\Projects\marei-mekomos\backend\logs\marei_mekomos_20251201.log
2025-12-01 23:11:47 | INFO     | root:setup_logging:50 | ================================================================================
2025-12-01 23:11:47 | INFO     | __main__:<module>:121 | ✓ Anthropic client initialized successfully
2025-12-01 23:11:47 | INFO     | vector_search:__init__:55 | VectorSearchEngine initializing...
2025-12-01 23:11:47 | INFO     | vector_search:__init__:56 |   Embeddings directory: c:\Projects\marei-mekomos\backend\embeddings
2025-12-01 23:11:47 | INFO     | vector_search:__init__:66 |   ✓ BEREL dependencies available
2025-12-01 23:11:47 | INFO     | vector_search:__init__:67 |   Note: Embeddings will be loaded on first search
2025-12-01 23:11:47 | WARNING  | __main__:<module>:128 | ⚠️  Vector search NOT ready - embeddings need to be created
2025-12-01 23:11:47 | WARNING  | __main__:<module>:129 |    Run: python prepare_sefaria_embeddings.py --sefaria-path /path/to/sefaria
2025-12-01 23:11:47 | WARNING  | __main__:<module>:130 |    Transliteration resolution will be limited until setup complete
2025-12-01 23:11:47 | INFO     | __main__:<module>:985 | 🚀 Starting Marei Mekomos API v5.0 (Hybrid Search)
2025-12-01 23:11:47 | INFO     | __main__:<module>:986 |    New: Intelligent transliteration resolution
2025-12-01 23:11:47 | INFO     | __main__:<module>:987 |    Vector search ready: NO (setup required)
2025-12-01 23:11:47 | INFO     | __main__:<module>:988 |    Listening on http://0.0.0.0:8000
2025-12-01 23:11:47 | DEBUG    | asyncio:__init__:623 | Using proactor: IocpProactor
2025-12-01 23:12:00 | INFO     | __main__:search_sources:791 | ====================================================================================================
2025-12-01 23:12:00 | INFO     | __main__:search_sources:792 | NEW SEARCH REQUEST: 'bedikas chometz derabanan'
2025-12-01 23:12:00 | INFO     | __main__:search_sources:795 | ====================================================================================================
2025-12-01 23:12:00 | INFO     | __main__:search_sources:830 | ⚠️  Vector search not ready - skipping hybrid resolution
2025-12-01 23:12:00 | INFO     | __main__:interpret_query:481 | ================================================================================
2025-12-01 23:12:00 | INFO     | __main__:interpret_query:482 | STAGE 0: QUERY INTERPRETATION
2025-12-01 23:12:00 | INFO     | __main__:interpret_query:483 | ================================================================================
2025-12-01 23:12:00 | INFO     | __main__:interpret_query:484 |   Topic: bedikas chometz derabanan
2025-12-01 23:12:00 | DEBUG    | __main__:interpret_query:541 |   Sending to Claude...
2025-12-01 23:12:00 | DEBUG    | anthropic._base_client:_build_request:493 | Request options: {'method': 'post', 'url': '/v1/messages', 'timeout': Timeout(connect=5.0, read=600, write=600, pool=600), 'files': None, 'idempotency_key': 'stainless-python-retry-9b4e9314-060b-410d-b6f2-bdb2ccb12473', 'json_data': {'max_tokens': 800, 'messages': [{'role': 'user', 'content': 'User\'s query: "bedikas chometz derabanan"\n\nInterpret this query, handling any spelling variations or transliterations. Determine if clarification is needed.'}], 'model': 'claude-sonnet-4-20250514', 'system': 'You are a Torah scholar assistant that interprets user queries about Jewish texts.\n\nYour job is to:\n1. Understand what the user is asking (handling spelling variations, transliterations, Hebrew, etc.)\n2. Map their query to standard halachic/Torah concepts\n3. Determine if clarification is needed\n\nIMPORTANT: If the query has been RESOLVED via hybrid search (you\'ll see resolved Hebrew terms in context),\nuse that resolution as authoritative. Don\'t second-guess the vector search + verification process.\n\nHANDLING SPELLING VARIATIONS (use these examples but apply the logic to any possible query):\n- "chuppa" / "chuppah" / "chupa" / "huppa" / "חופה" → All mean "chuppah"\n- "niddah" / "nida" / "nidah" / "נדה" → All mean "niddah"\n- "rambam" / "Rambam" / "maimonides" / "רמב״ם" → All mean "Rambam"\n- "shulchan aruch" / "shulchan arukh" / "SA" / "שולחן ערוך" → All mean "Shulchan Aruch"\n\nYour output should normalize these into standard English terms that Sefaria uses.\n\nCONFIDENCE CHECK:\nOnly ask for clarification if the query is GENUINELY UNCLEAR or could mean completely different things.\n\nExamples where clarification IS needed:\n- "niddah" (alone - could be laws, tum\'ah, or mikvah)\n- "chuppah" (alone - could be construction, laws, or blessings)\n- "chometz" (alone - could be ba\'al yiraeh, bittul chametz, or bedikas chametz)\n\nExamples where clarification is NOT needed:\n- "machlokes rishonim chuppas niddah rambam" (specific enough - proceed!)\n- "bitul chametz" (clear topic - proceed!)\n- "bedikas chometz derabbanan or deoraisa" (clear topic - proceed!)\n- "chezkas haguf vs chezkas mamon" (clear topic - proceed!)\n- "kibbud av v\'em" (clear topic - proceed!)\n\nIf you can reasonably determine what they\'re asking about, DON\'T ask for clarification - just proceed!\n\nReturn JSON:\n{\n  "needs_clarification": true/false,\n  "clarifying_questions": ["Question 1?", "Question 2?"],  // Max 2 questions, ONLY if genuinely unclear\n  "interpreted_query": "The normalized query in standard terminology",\n  "confidence": "high/medium/low"\n}\n\nIf needs_clarification is false, clarifying_questions should be empty.'}}
2025-12-01 23:12:00 | DEBUG    | anthropic._base_client:request:1045 | Sending HTTP Request: POST https://api.anthropic.com/v1/messages
2025-12-01 23:12:00 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.started host='api.anthropic.com' port=443 local_address=None timeout=5.0 socket_options=[(65535, 8, True), (6, 17, 60), (6, 16, 5), (6, 3, 60)]
2025-12-01 23:12:00 | DEBUG    | httpcore.connection:trace:47 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001596F7A2B80>
2025-12-01 23:12:00 | DEBUG    | httpcore.connection:trace:47 | start_tls.started ssl_context=<ssl.SSLContext object at 0x000001596E600B40> server_hostname='api.anthropic.com' timeout=5.0
2025-12-01 23:12:00 | DEBUG    | httpcore.connection:trace:47 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x000001596F7A2910>
2025-12-01 23:12:00 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.started request=<Request [b'POST']>
2025-12-01 23:12:00 | DEBUG    | httpcore.http11:trace:47 | send_request_headers.complete
2025-12-01 23:12:00 | DEBUG    | httpcore.http11:trace:47 | send_request_body.started request=<Request [b'POST']>
2025-12-01 23:12:00 | DEBUG    | httpcore.http11:trace:47 | send_request_body.complete
2025-12-01 23:12:00 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.started request=<Request [b'POST']>
2025-12-01 23:12:05 | DEBUG    | httpcore.http11:trace:47 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 02 Dec 2025 04:12:05 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Content-Encoding', b'gzip'), (b'anthropic-ratelimit-input-tokens-limit', b'30000'), (b'anthropic-ratelimit-input-tokens-remaining', b'30000'), (b'anthropic-ratelimit-input-tokens-reset', b'2025-12-02T04:12:02Z'), (b'anthropic-ratelimit-output-tokens-limit', b'8000'), (b'anthropic-ratelimit-output-tokens-remaining', b'8000'), (b'anthropic-ratelimit-output-tokens-reset', b'2025-12-02T04:12:06Z'), (b'anthropic-ratelimit-requests-limit', b'50'), (b'anthropic-ratelimit-requests-remaining', b'49'), (b'anthropic-ratelimit-requests-reset', b'2025-12-02T04:12:01Z'), (b'retry-after', b'61'), (b'anthropic-ratelimit-tokens-limit', b'38000'), (b'anthropic-ratelimit-tokens-remaining', b'38000'), (b'anthropic-ratelimit-tokens-reset', b'2025-12-02T04:12:02Z'), (b'request-id', b'req_011CVhD1H3csCUC9kLc8fH4m'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'anthropic-organization-id', b'73a09491-cda3-40b4-8544-d00ca1bc9331'), (b'x-envoy-upstream-service-time', b'4852'), (b'cf-cache-status', b'DYNAMIC'), (b'X-Robots-Tag', b'none'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9a77fbc73aacbe78-EWR')])
2025-12-01 23:12:05 | INFO     | httpx:_send_single_request:1025 | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 200 OK"
2025-12-01 23:12:05 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.started request=<Request [b'POST']>
2025-12-01 23:12:05 | DEBUG    | httpcore.http11:trace:47 | receive_response_body.complete
2025-12-01 23:12:05 | DEBUG    | httpcore.http11:trace:47 | response_closed.started
2025-12-01 23:12:05 | DEBUG    | httpcore.http11:trace:47 | response_closed.complete
2025-12-01 23:12:05 | DEBUG    | anthropic._base_client:request:1083 | HTTP Response: POST https://api.anthropic.com/v1/messages "200 OK" Headers({'date': 'Tue, 02 Dec 2025 04:12:05 GMT', 'content-type': 'application/json', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'content-encoding': 'gzip', 'anthropic-ratelimit-input-tokens-limit': '30000', 'anthropic-ratelimit-input-tokens-remaining': '30000', 'anthropic-ratelimit-input-tokens-reset': '2025-12-02T04:12:02Z', 'anthropic-ratelimit-output-tokens-limit': '8000', 'anthropic-ratelimit-output-tokens-remaining': '8000', 'anthropic-ratelimit-output-tokens-reset': '2025-12-02T04:12:06Z', 'anthropic-ratelimit-requests-limit': '50', 'anthropic-ratelimit-requests-remaining': '49', 'anthropic-ratelimit-requests-reset': '2025-12-02T04:12:01Z', 'retry-after': '61', 'anthropic-ratelimit-tokens-limit': '38000', 'anthropic-ratelimit-tokens-remaining': '38000', 'anthropic-ratelimit-tokens-reset': '2025-12-02T04:12:02Z', 'request-id': 'req_011CVhD1H3csCUC9kLc8fH4m', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'anthropic-organization-id': '73a09491-cda3-40b4-8544-d00ca1bc9331', 'x-envoy-upstream-service-time': '4852', 'cf-cache-status': 'DYNAMIC', 'x-robots-tag': 'none', 'server': 'cloudflare', 'cf-ray': '9a77fbc73aacbe78-EWR'})
2025-12-01 23:12:05 | DEBUG    | anthropic._base_client:request:1091 | request_id: req_011CVhD1H3csCUC9kLc8fH4m
2025-12-01 23:12:05 | DEBUG    | __main__:interpret_query:552 |   Claude response: ```json
{
  "needs_clarification": false,
  "clarifying_questions": [],
  "interpreted_query": "bedikas chametz derabbanan - the rabbinic obligation of searching for chametz before Pesach",
